,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,Driver,TrackStatus,IsAccurate,RoundNumber,EventName,IsSlick,CompoundName,Position,IsValid,DeltaToRep,PctFromRep,DeltaToFastest,PctFromFastest,DeltaToLapRep,PctFromLapRep
3304,0 days 01:28:59.050000,33,90.985,36.0,3.0,,,False,HARD,4.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-1.4170000000000016,-1.534,2.534000000000006,2.865,-0.7519999999999953,-0.82
3305,0 days 01:30:29.841000,33,90.791,37.0,3.0,,,False,HARD,5.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-1.6110000000000042,-1.743,2.3400000000000034,2.646,-1.0520000000000067,-1.145
3306,0 days 01:32:00.312000,33,90.471,38.0,3.0,,,False,HARD,6.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-1.9309999999999974,-2.09,2.0200000000000102,2.284,-1.164999999999992,-1.271
3307,0 days 01:33:30.994000,33,90.682,39.0,3.0,,,False,HARD,7.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-1.7199999999999989,-1.861,2.2310000000000088,2.522,-0.8289999999999935,-0.906
3308,0 days 01:35:01.168000,33,90.174,40.0,3.0,,,False,HARD,8.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-2.2279999999999944,-2.411,1.7230000000000132,1.948,-1.1329999999999956,-1.241
3309,0 days 01:36:31.321000,33,90.153,41.0,3.0,,,False,HARD,9.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-2.2489999999999952,-2.434,1.7020000000000124,1.924,-1.3269999999999982,-1.451
3310,0 days 01:38:01.423000,33,90.102,42.0,3.0,,,False,HARD,10.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.299999999999997,-2.489,1.6510000000000105,1.867,-1.461999999999989,-1.597
3311,0 days 01:39:31.583000,33,90.16,43.0,3.0,,,False,HARD,11.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.2420000000000044,-2.426,1.7090000000000032,1.932,-0.960000000000008,-1.054
3312,0 days 01:41:01.123000,33,89.54,44.0,3.0,,,False,HARD,12.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.8619999999999948,-3.097,1.0890000000000128,1.231,-1.7289999999999992,-1.894
3313,0 days 01:42:30.945000,33,89.822,45.0,3.0,,,False,HARD,13.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.5799999999999983,-2.792,1.3710000000000093,1.55,-1.2749999999999915,-1.4
3314,0 days 01:44:00.410000,33,89.465,46.0,3.0,,,True,HARD,14.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.9369999999999976,-3.179,1.01400000000001,1.146,-1.5219999999999914,-1.673
3315,0 days 01:45:29.988000,33,89.578,47.0,3.0,,,False,HARD,15.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.823999999999998,-3.056,1.1270000000000095,1.274,-1.5420000000000016,-1.692
3316,0 days 01:46:59.528000,33,89.54,48.0,3.0,,,False,HARD,16.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.8619999999999948,-3.097,1.0890000000000128,1.231,-1.3739999999999952,-1.511
3317,0 days 01:48:29.051000,33,89.523,49.0,3.0,,,False,HARD,17.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.879000000000005,-3.116,1.0720000000000027,1.212,-1.2620000000000005,-1.39
3318,0 days 01:49:58.680000,33,89.629,50.0,3.0,,,False,HARD,18.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.772999999999996,-3.001,1.1780000000000115,1.332,-1.402000000000001,-1.54
3319,0 days 01:51:28.693000,33,90.013,51.0,3.0,,,False,HARD,19.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-2.388999999999996,-2.585,1.5620000000000118,1.766,-1.3019999999999925,-1.426
3320,0 days 01:52:59.238000,33,90.545,52.0,3.0,,,False,HARD,20.0,True,Red Bull Racing,VER,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.8569999999999993,-2.01,2.0940000000000083,2.367,-0.33100000000000307,-0.364
3321,0 days 00:34:51.103000,44,,1.0,1.0,0 days 00:00:07.934000,,False,MEDIUM,4.0,False,Mercedes,HAM,2,False,5,70th Anniversary Grand Prix,True,C3,2.0,False,,,,,,
3322,0 days 00:36:22.543000,44,91.44,2.0,1.0,,,False,MEDIUM,5.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,-0.9620000000000033,-1.041,2.9890000000000043,3.379,-3.100999999999999,-3.28
3323,0 days 00:37:53.991000,44,91.448,3.0,1.0,,,False,MEDIUM,6.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,-0.9540000000000077,-1.032,2.997,3.388,-2.575000000000003,-2.739
3324,0 days 00:39:25.850000,44,91.859,4.0,1.0,,,False,MEDIUM,7.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,-0.5430000000000064,-0.588,3.4080000000000013,3.853,-1.936000000000007,-2.064
3325,0 days 00:40:58.548000,44,92.698,5.0,1.0,,,False,MEDIUM,8.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,0.29599999999999227,0.32,4.247,4.802,-1.3200000000000074,-1.404
3326,0 days 00:42:30.949000,44,92.401,6.0,1.0,,,False,MEDIUM,9.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,-0.0010000000000047748,-0.001,3.950000000000003,4.466,-1.38900000000001,-1.481
3327,0 days 00:44:03.301000,44,92.352,7.0,1.0,,,False,MEDIUM,10.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,-0.04999999999999716,-0.054,3.9010000000000105,4.41,-1.679000000000002,-1.786
3328,0 days 00:45:35.782000,44,92.481,8.0,1.0,,,False,MEDIUM,11.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,0.07899999999999352,0.085,4.030000000000001,4.556,-0.909000000000006,-0.973
3329,0 days 00:47:08.467000,44,92.685,9.0,1.0,,,False,MEDIUM,12.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,0.28300000000000125,0.306,4.234000000000009,4.787,-0.4689999999999941,-0.503
3330,0 days 00:48:41.082000,44,92.615,10.0,1.0,,,False,MEDIUM,13.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,0.21299999999999386,0.231,4.1640000000000015,4.708,-0.5330000000000013,-0.572
3331,0 days 00:50:13.834000,44,92.752,11.0,1.0,,,False,MEDIUM,14.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,0.3499999999999943,0.379,4.301000000000002,4.863,-0.1910000000000025,-0.206
3332,0 days 00:51:46.725000,44,92.891,12.0,1.0,,,False,MEDIUM,15.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,0.4890000000000043,0.529,4.440000000000012,5.02,-0.10699999999999932,-0.115
3333,0 days 00:53:19.507000,44,92.782,13.0,1.0,,,False,MEDIUM,16.0,False,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C3,2.0,True,0.37999999999999545,0.411,4.331000000000003,4.896,-0.43600000000000705,-0.468
3334,0 days 00:54:51.395000,44,91.888,14.0,1.0,,0 days 00:54:45.554000,False,MEDIUM,17.0,False,Mercedes,HAM,1,False,5,70th Anniversary Grand Prix,True,C3,1.0,False,-0.5139999999999958,-0.556,3.437000000000012,3.886,-1.0649999999999977,-1.146
3335,0 days 00:56:41.886000,44,110.491,15.0,2.0,0 days 00:55:13.932000,,False,HARD,1.0,True,Mercedes,HAM,1,False,5,70th Anniversary Grand Prix,True,C2,5.0,False,18.089,19.576,22.040000000000006,24.918,17.260999999999996,18.514
3336,0 days 00:58:13.309000,44,91.423,16.0,2.0,,,False,HARD,2.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,4.0,True,-0.9789999999999992,-1.06,2.9720000000000084,3.36,-1.8109999999999928,-1.942
3337,0 days 00:59:44.750000,44,91.441,17.0,2.0,,,False,HARD,3.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,4.0,True,-0.9609999999999985,-1.04,2.990000000000009,3.38,-1.524000000000001,-1.639
3338,0 days 01:01:16.345000,44,91.595,18.0,2.0,,,False,HARD,4.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,4.0,True,-0.8070000000000022,-0.873,3.1440000000000055,3.555,-1.117999999999995,-1.206
3339,0 days 01:02:47.947000,44,91.602,19.0,2.0,,,False,HARD,5.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.7999999999999972,-0.866,3.1510000000000105,3.562,-1.7560000000000002,-1.881
3340,0 days 01:04:20.065000,44,92.118,20.0,2.0,,,False,HARD,6.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.284000000000006,-0.307,3.6670000000000016,4.146,-0.8900000000000006,-0.957
3341,0 days 01:05:52.500000,44,92.435,21.0,2.0,,,False,HARD,7.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,0.03300000000000125,0.036,3.984000000000009,4.504,-0.2560000000000002,-0.276
3342,0 days 01:07:24.713000,44,92.213,22.0,2.0,,,False,HARD,8.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.18900000000000716,-0.205,3.7620000000000005,4.253,-0.2560000000000002,-0.277
3343,0 days 01:08:56.888000,44,92.175,23.0,2.0,,,False,HARD,9.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.22700000000000387,-0.246,3.7240000000000038,4.21,-0.2950000000000017,-0.319
3344,0 days 01:10:30.419000,44,93.531,24.0,2.0,,,False,HARD,10.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,1.1290000000000049,1.222,5.0800000000000125,5.743,1.2580000000000098,1.363
3345,0 days 01:12:03.077000,44,92.658,25.0,2.0,,,False,HARD,11.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,0.2560000000000002,0.277,4.207000000000008,4.756,0.33800000000000807,0.366
3346,0 days 01:13:35.410000,44,92.333,26.0,2.0,,,False,HARD,12.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.06900000000000261,-0.075,3.882000000000005,4.389,0.12999999999999545,0.141
3347,0 days 01:15:07.751000,44,92.341,27.0,2.0,,,False,HARD,13.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.06100000000000705,-0.066,3.8900000000000006,4.398,-0.11299999999999955,-0.122
3348,0 days 01:16:39.394000,44,91.643,28.0,2.0,,,False,HARD,14.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.7590000000000003,-0.821,3.1920000000000073,3.609,-0.6650000000000063,-0.72
3349,0 days 01:18:11.096000,44,91.702,29.0,2.0,,,False,HARD,15.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.7000000000000028,-0.758,3.2510000000000048,3.675,-0.6910000000000025,-0.748
3350,0 days 01:19:42.313000,44,91.217,30.0,2.0,,,False,HARD,16.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.1850000000000023,-1.282,2.7660000000000053,3.127,-0.909000000000006,-0.987
3351,0 days 01:21:13.638000,44,91.325,31.0,2.0,,,False,HARD,17.0,True,Mercedes,HAM,2,True,5,70th Anniversary Grand Prix,True,C2,3.0,False,-1.0769999999999982,-1.166,2.8740000000000094,3.249,-1.5349999999999966,-1.653
3352,0 days 01:22:44.326000,44,90.688,32.0,2.0,,,False,HARD,18.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.7139999999999986,-1.855,2.237000000000009,2.529,-1.5859999999999985,-1.719
3353,0 days 01:24:15.031000,44,90.705,33.0,2.0,,,False,HARD,19.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.6970000000000027,-1.837,2.254000000000005,2.548,-1.5289999999999964,-1.658
3354,0 days 01:25:45.732000,44,90.701,34.0,2.0,,,False,HARD,20.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.7010000000000076,-1.841,2.25,2.544,-1.3410000000000082,-1.457
3355,0 days 01:27:16.833000,44,91.101,35.0,2.0,,,False,HARD,21.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.301000000000002,-1.408,2.6500000000000057,2.996,-0.8119999999999976,-0.883
3356,0 days 01:28:47.951000,44,91.118,36.0,2.0,,,False,HARD,22.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.284000000000006,-1.39,2.6670000000000016,3.015,-0.6189999999999998,-0.675
3357,0 days 01:30:18.996000,44,91.045,37.0,2.0,,,False,HARD,23.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.3569999999999993,-1.469,2.5940000000000083,2.933,-0.7980000000000018,-0.869
3358,0 days 01:31:49.781000,44,90.785,38.0,2.0,,,False,HARD,24.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.6170000000000044,-1.75,2.334000000000003,2.639,-0.8509999999999991,-0.929
3359,0 days 01:33:20.858000,44,91.077,39.0,2.0,,,False,HARD,25.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.3250000000000028,-1.434,2.6260000000000048,2.969,-0.4339999999999975,-0.474
3360,0 days 01:34:52.206000,44,91.348,40.0,2.0,,,False,HARD,26.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,1.0,True,-1.054000000000002,-1.141,2.8970000000000056,3.275,0.04099999999999682,0.045
3361,0 days 01:36:23.442000,44,91.236,41.0,2.0,,0 days 01:36:16.990000,False,HARD,27.0,True,Mercedes,HAM,1,False,5,70th Anniversary Grand Prix,True,C2,1.0,False,-1.1659999999999968,-1.262,2.785000000000011,3.149,-0.24399999999999977,-0.267
3362,0 days 01:38:12.985000,44,109.543,42.0,3.0,0 days 01:36:46.577000,,False,HARD,1.0,True,Mercedes,HAM,1,False,5,70th Anniversary Grand Prix,True,C2,4.0,False,17.141000000000005,18.55,21.092000000000013,23.846,17.979000000000013,19.635
3363,0 days 01:39:41.436000,44,88.451,43.0,3.0,,,True,HARD,2.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,4.0,True,-3.9510000000000076,-4.276,0.0,0.0,-2.669000000000011,-2.929
3364,0 days 01:41:11.061000,44,89.625,44.0,3.0,,,False,HARD,3.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,4.0,True,-2.777000000000001,-3.005,1.1740000000000066,1.327,-1.6440000000000055,-1.801
3365,0 days 01:42:41.058000,44,89.997,45.0,3.0,,,False,HARD,4.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-2.405000000000001,-2.603,1.5460000000000065,1.748,-1.0999999999999943,-1.208
3366,0 days 01:44:09.657000,44,88.599,46.0,3.0,,,False,HARD,5.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-3.8029999999999973,-4.116,0.14800000000001035,0.167,-2.387999999999991,-2.625
3367,0 days 01:45:39.020000,44,89.363,47.0,3.0,,,False,HARD,6.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-3.0390000000000015,-3.289,0.9120000000000061,1.031,-1.757000000000005,-1.928
3368,0 days 01:47:07.902000,44,88.882,48.0,3.0,,,False,HARD,7.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-3.519999999999996,-3.809,0.4310000000000116,0.487,-2.0319999999999965,-2.235
3369,0 days 01:48:37.789000,44,89.887,49.0,3.0,,,False,HARD,8.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-2.5150000000000006,-2.722,1.436000000000007,1.623,-0.8979999999999961,-0.989
3370,0 days 01:50:07.584000,44,89.795,50.0,3.0,,,False,HARD,9.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-2.6069999999999993,-2.821,1.3440000000000083,1.519,-1.2360000000000042,-1.358
3371,0 days 01:51:38.197000,44,90.613,51.0,3.0,,,False,HARD,10.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-1.7890000000000015,-1.936,2.162000000000006,2.444,-0.7019999999999982,-0.769
3372,0 days 01:53:10.575000,44,92.378,52.0,3.0,,,False,HARD,11.0,True,Mercedes,HAM,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.02400000000000091,-0.026,3.9270000000000067,4.44,1.5019999999999953,1.653
3373,0 days 00:34:50.103000,77,,1.0,1.0,0 days 00:00:07.934000,,False,MEDIUM,4.0,False,Mercedes,BOT,2,False,5,70th Anniversary Grand Prix,True,C3,1.0,False,,,,,,
3374,0 days 00:36:21.487000,77,91.384,2.0,1.0,,,False,MEDIUM,5.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,-1.0180000000000007,-1.102,2.933000000000007,3.316,-3.1569999999999965,-3.339
3375,0 days 00:37:53.143000,77,91.656,3.0,1.0,,,False,MEDIUM,6.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,-0.7459999999999951,-0.807,3.2050000000000125,3.623,-2.3669999999999902,-2.517
3376,0 days 00:39:24.705000,77,91.562,4.0,1.0,,,False,MEDIUM,7.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,-0.8400000000000034,-0.909,3.111000000000004,3.517,-2.233000000000004,-2.381
3377,0 days 00:40:56.980000,77,92.275,5.0,1.0,,,False,MEDIUM,8.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,-0.12699999999999534,-0.137,3.8240000000000123,4.323,-1.742999999999995,-1.854
3378,0 days 00:42:29.732000,77,92.752,6.0,1.0,,,False,MEDIUM,9.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,0.3499999999999943,0.379,4.301000000000002,4.863,-1.038000000000011,-1.107
3379,0 days 00:44:01.885000,77,92.153,7.0,1.0,,,False,MEDIUM,10.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,-0.24899999999999523,-0.269,3.7020000000000124,4.185,-1.8780000000000001,-1.997
3380,0 days 00:45:34.459000,77,92.574,8.0,1.0,,,False,MEDIUM,11.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,0.17199999999999704,0.186,4.123000000000005,4.661,-0.8160000000000025,-0.874
3381,0 days 00:47:07.095000,77,92.636,9.0,1.0,,,False,MEDIUM,12.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,0.23399999999999466,0.253,4.185000000000002,4.731,-0.5180000000000007,-0.556
3382,0 days 00:48:39.678000,77,92.583,10.0,1.0,,,False,MEDIUM,13.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,0.18099999999999739,0.196,4.132000000000005,4.672,-0.5649999999999977,-0.607
3383,0 days 00:50:12.351000,77,92.673,11.0,1.0,,,False,MEDIUM,14.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,0.2710000000000008,0.293,4.222000000000008,4.773,-0.269999999999996,-0.291
3384,0 days 00:51:44.854000,77,92.503,12.0,1.0,,,False,MEDIUM,15.0,False,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C3,1.0,True,0.10099999999999909,0.109,4.052000000000007,4.581,-0.49500000000000455,-0.532
3385,0 days 00:53:16.801000,77,91.947,13.0,1.0,,0 days 00:53:10.876000,False,MEDIUM,16.0,False,Mercedes,BOT,1,False,5,70th Anniversary Grand Prix,True,C3,1.0,False,-0.4549999999999983,-0.492,3.4960000000000093,3.952,-1.2710000000000008,-1.363
3386,0 days 00:55:07.831000,77,111.03,14.0,2.0,0 days 00:53:39.314000,,False,HARD,1.0,True,Mercedes,BOT,1,False,5,70th Anniversary Grand Prix,True,C2,6.0,False,18.628,20.16,22.579000000000008,25.527,18.076999999999998,19.447
3387,0 days 00:56:38.802000,77,90.971,15.0,2.0,,,False,HARD,2.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,4.0,True,-1.4309999999999974,-1.549,2.5200000000000102,2.849,-2.2590000000000003,-2.423
3388,0 days 00:58:09.652000,77,90.85,16.0,2.0,,,False,HARD,3.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.5520000000000067,-1.68,2.399000000000001,2.712,-2.3840000000000003,-2.557
3389,0 days 00:59:41.413000,77,91.761,17.0,2.0,,,False,HARD,4.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.6410000000000053,-0.694,3.3100000000000023,3.742,-1.2040000000000077,-1.295
3390,0 days 01:01:12.971000,77,91.558,18.0,2.0,,,False,HARD,5.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-0.8439999999999941,-0.913,3.1070000000000135,3.513,-1.154999999999987,-1.246
3391,0 days 01:02:45.009000,77,92.038,19.0,2.0,,,False,HARD,6.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.3640000000000043,-0.394,3.5870000000000033,4.055,-1.3200000000000074,-1.414
3392,0 days 01:04:16.918000,77,91.909,20.0,2.0,,,False,HARD,7.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.492999999999995,-0.534,3.4580000000000126,3.91,-1.0989999999999895,-1.182
3393,0 days 01:05:49.856000,77,92.938,21.0,2.0,,,False,HARD,8.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,0.5360000000000014,0.58,4.487000000000009,5.073,0.2469999999999999,0.266
3394,0 days 01:07:22.400000,77,92.544,22.0,2.0,,,False,HARD,9.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,0.1419999999999959,0.154,4.0930000000000035,4.627,0.07500000000000284,0.081
3395,0 days 01:08:54.475000,77,92.075,23.0,2.0,,,False,HARD,10.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.3269999999999982,-0.354,3.6240000000000094,4.097,-0.394999999999996,-0.427
3396,0 days 01:10:26.307000,77,91.832,24.0,2.0,,,False,HARD,11.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.5700000000000074,-0.617,3.3810000000000002,3.822,-0.4410000000000025,-0.478
3397,0 days 01:11:58.351000,77,92.044,25.0,2.0,,,False,HARD,12.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.3580000000000041,-0.387,3.5930000000000035,4.062,-0.27599999999999625,-0.299
3398,0 days 01:13:30.543000,77,92.192,26.0,2.0,,,False,HARD,13.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.21000000000000796,-0.227,3.7409999999999997,4.229,-0.01100000000000989,-0.012
3399,0 days 01:15:03.240000,77,92.697,27.0,2.0,,,False,HARD,14.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,0.2950000000000017,0.319,4.246000000000009,4.8,0.2430000000000092,0.263
3400,0 days 01:16:35.550000,77,92.31,28.0,2.0,,,False,HARD,15.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-0.09199999999999875,-0.1,3.859000000000009,4.363,0.001999999999995339,0.002
3401,0 days 01:18:06.526000,77,90.976,29.0,2.0,,,False,HARD,16.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-1.426000000000002,-1.543,2.5250000000000057,2.855,-1.4170000000000016,-1.534
3402,0 days 01:19:37.070000,77,90.544,30.0,2.0,,,False,HARD,17.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,2.0,True,-1.858000000000004,-2.011,2.0930000000000035,2.366,-1.5820000000000078,-1.717
3403,0 days 01:21:07.507000,77,90.437,31.0,2.0,,,False,HARD,18.0,True,Mercedes,BOT,2,True,5,70th Anniversary Grand Prix,True,C2,2.0,False,-1.9650000000000034,-2.127,1.9860000000000042,2.245,-2.423000000000002,-2.609
3404,0 days 01:22:37.578000,77,90.071,32.0,2.0,,0 days 01:22:31.720000,False,HARD,19.0,True,Mercedes,BOT,1,False,5,70th Anniversary Grand Prix,True,C2,2.0,False,-2.331000000000003,-2.523,1.6200000000000045,1.832,-2.203000000000003,-2.387
3405,0 days 01:24:28.537000,77,110.959,33.0,3.0,0 days 01:22:59.850000,,False,HARD,1.0,True,Mercedes,BOT,1,False,5,70th Anniversary Grand Prix,True,C2,3.0,False,18.557000000000002,20.083,22.50800000000001,25.447,18.72500000000001,20.302
3406,0 days 01:25:59.535000,77,90.998,34.0,3.0,,,False,HARD,2.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.4039999999999964,-1.519,2.5470000000000113,2.88,-1.043999999999997,-1.134
3407,0 days 01:27:30.501000,77,90.966,35.0,3.0,,,False,HARD,3.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.436000000000007,-1.554,2.5150000000000006,2.843,-0.9470000000000027,-1.03
3408,0 days 01:29:01.413000,77,90.912,36.0,3.0,,,False,HARD,4.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.4899999999999949,-1.613,2.4610000000000127,2.782,-0.8249999999999886,-0.899
3409,0 days 01:30:32.019000,77,90.606,37.0,3.0,,,False,HARD,5.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.7960000000000065,-1.944,2.155000000000001,2.436,-1.237000000000009,-1.347
3410,0 days 01:32:03.033000,77,91.014,38.0,3.0,,,False,HARD,6.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.3880000000000052,-1.502,2.5630000000000024,2.898,-0.6219999999999999,-0.679
3411,0 days 01:33:34.030000,77,90.997,39.0,3.0,,,False,HARD,7.0,True,Mercedes,BOT,1,True,5,70th Anniversary Grand Prix,True,C2,3.0,True,-1.4050000000000011,-1.521,2.5460000000000065,2.878,-0.5139999999999958,-0.562
